OBJECTID,State,Facility_ID,Tank_ID,Tank_Status,Installation_Date,Removal_Date,Capacity,Substances,Tank_Wall_Type,QA
49868,Alaska,AK101,AK101_1,Closed,4/22/1982 4:00:00 AM,,12000,Gasoline,,
49869,Alaska,AK101,AK101_2,Closed,4/22/1982 4:00:00 AM,,12000,Gasoline,,
49870,Alaska,AK101,AK101_3,Closed,4/22/1982 4:00:00 AM,,12000,Diesel,,
49871,Alaska,AK101,AK101_4,Closed,4/22/1982 4:00:00 AM,,12000,Diesel,,
49872,Alaska,AK1772,AK1772_1,Closed,4/22/1982 4:00:00 AM,,10000,Gasoline,,
49873,Alaska,AK1772,AK1772_2,Closed,4/22/1982 4:00:00 AM,,10000,Gasoline,,
49874,Alaska,AK1772,AK1772_3,Closed,4/22/1982 4:00:00 AM,,10000,Gasoline,,
49875,Alaska,AK1772,AK1772_4,Closed,4/22/1982 4:00:00 AM,,10000,Diesel,,
49876,Alaska,AK1787,AK1787_1,Closed,4/20/1982 4:00:00 AM,,10000,Gasoline,,
49877,Alaska,AK1787,AK1787_2,Closed,4/20/1982 4:00:00 AM,,10000,Gasoline,,
49878,Alaska,AK1787,AK1787_3,Closed,4/20/1982 4:00:00 AM,,10000,Gasoline,,
49879,Alaska,AK1203,AK1203_1,Closed,4/16/1982 4:00:00 AM,,2000,Gasoline,,
49880,Alaska,AK1203,AK1203_2,Closed,4/16/1982 4:00:00 AM,,5000,Diesel,,
49881,Alaska,AK1306,AK1306_1,Closed,4/15/1982 4:00:00 AM,,1500,Gasoline,,
49882,Alaska,AK1306,AK1306_4,Closed,4/15/1982 4:00:00 AM,,2500,Used Oil,,
49883,Alaska,AK1306,AK1306_5,Closed,4/15/1982 4:00:00 AM,,550,Mixture,,
49884,Alaska,AK1777,AK1777_2,Closed,4/11/1982 4:00:00 AM,,2000,Gasoline,,
49885,Alaska,AK1537,AK1537_1,Closed,4/8/1982 4:00:00 AM,,300,Gasoline,,
49886,Alaska,AK652,AK652_1,Closed,4/8/1982 4:00:00 AM,,1500,Diesel,,
49887,Alaska,AK652,AK652_2,Closed,4/8/1982 4:00:00 AM,,1500,Gasoline,,
49888,Alaska,AK652,AK652_3,Closed,4/8/1982 4:00:00 AM,,1500,Gasoline,,
49889,Alaska,AK1008,AK1008_1,Closed,4/6/1982 4:00:00 AM,,500,Gasoline,,
49890,Alaska,AK1206,AK1206_1,Closed,4/4/1982 5:00:00 AM,,10000,Diesel,,
49891,Alaska,AK1206,AK1206_2,Closed,4/4/1982 5:00:00 AM,,5000,Diesel,,
49892,Alaska,AK1206,AK1206_3,Closed,4/4/1982 5:00:00 AM,,5000,Diesel,,
49893,Alaska,AK1206,AK1206_4,Closed,4/4/1982 5:00:00 AM,,2000,Gasoline,,
49894,Alaska,AK327,AK327_3,Closed,4/3/1982 5:00:00 AM,,3000,Gasoline,,
49895,Alaska,AK412,AK412_1,Closed,4/1/1982 5:00:00 AM,,1000,Gasoline,,
49896,Alaska,AK412,AK412_2,Closed,4/1/1982 5:00:00 AM,,500,Gasoline,,
49897,Alaska,AK412,AK412_3,Closed,4/1/1982 5:00:00 AM,,500,Gasoline,,
49898,Alaska,AK412,AK412_4,Closed,4/1/1982 5:00:00 AM,,500,Diesel,,
49899,Alaska,AK674,AK674_2,Closed,4/1/1982 5:00:00 AM,,10000,Gasoline,,
49900,Alaska,AK789,AK789_1,Closed,4/1/1982 5:00:00 AM,,8000,Gasoline,,
49901,Alaska,AK789,AK789_2,Closed,4/1/1982 5:00:00 AM,,8000,Gasoline,,
49902,Alaska,AK124,AK124_1,Closed,3/26/1982 5:00:00 AM,,420,Diesel,,
49903,Alaska,AK2374,AK2374_1,Closed,3/26/1982 5:00:00 AM,,420,Diesel,,
49904,Alaska,AK2378,AK2378_1,Closed,3/26/1982 5:00:00 AM,,2000,Gasoline,,
49905,Alaska,AK2378,AK2378_2,Closed,3/26/1982 5:00:00 AM,,2000,Diesel,,
49906,Alaska,AK1266,AK1266_1,Closed,3/24/1982 5:00:00 AM,,1000,Gasoline,,
49907,Alaska,AK1266,AK1266_2,Closed,3/24/1982 5:00:00 AM,,1000,Diesel,,
49908,Alaska,AK1445,AK1445_1,Closed,3/24/1982 5:00:00 AM,,1000,Diesel,,
49909,Alaska,AK1445,AK1445_2,Closed,3/24/1982 5:00:00 AM,,1000,Gasoline,,
49910,Alaska,AK1445,AK1445_3,Closed,3/24/1982 5:00:00 AM,,2000,Diesel,,
49911,Alaska,AK1754,AK1754_1,Closed,3/24/1982 5:00:00 AM,,1000,Gasoline,,
49912,Alaska,AK793,AK793_1,Closed,3/23/1982 5:00:00 AM,,5000,Gasoline,,
49913,Alaska,AK793,AK793_2,Closed,3/23/1982 5:00:00 AM,,5000,Gasoline,,
49914,Alaska,AK793,AK793_3,Closed,3/23/1982 5:00:00 AM,,5000,Diesel,,
49915,Alaska,AK283,AK283_1,Closed,3/22/1982 5:00:00 AM,,980,Gasoline,,
49916,Alaska,AK283,AK283_2,Closed,3/22/1982 5:00:00 AM,,980,Diesel,,
49917,Alaska,AK1003,AK1003_1,Closed,3/21/1982 5:00:00 AM,,1000,Gasoline,,
49918,Alaska,AK108,AK108_1,Closed,3/21/1982 5:00:00 AM,,1000,Gasoline,,
49919,Alaska,AK1261,AK1261_1,Closed,3/21/1982 5:00:00 AM,,4000,Gasoline,,
49920,Alaska,AK1261,AK1261_2,Closed,3/21/1982 5:00:00 AM,,2000,Diesel,,
49921,Alaska,AK1261,AK1261_3,Closed,3/21/1982 5:00:00 AM,,2000,Diesel,,
49922,Alaska,AK253,AK253_1,Closed,3/5/1982 5:00:00 AM,,1000,Gasoline,,
49923,Alaska,AK253,AK253_2,Closed,3/5/1982 5:00:00 AM,,2000,Gasoline,,
49924,Alaska,AK253,AK253_3,Closed,3/5/1982 5:00:00 AM,,3000,Kerosene,,
49925,Alaska,AK253,AK253_4,Closed,3/5/1982 5:00:00 AM,,4000,Diesel,,
49926,Alaska,AK1041,AK1041_2,Closed,3/4/1982 5:00:00 AM,,1500,Gasoline,,
49927,Alaska,AK1028,AK1028_1,Closed,3/3/1982 5:00:00 AM,,1000,Gasoline,,
49928,Alaska,AK1260,AK1260_1,Closed,2/26/1982 5:00:00 AM,,1500,Gasoline,,
49929,Alaska,AK1260,AK1260_2,Closed,2/26/1982 5:00:00 AM,,1500,Gasoline,,
49930,Alaska,AK1253,AK1253_1,Closed,2/25/1982 5:00:00 AM,,300,Gasoline,,
49931,Alaska,AK1044,AK1044_1,Closed,2/20/1982 5:00:00 AM,,4000,Gasoline,,
49932,Alaska,AK162,AK162_1,Closed,2/20/1982 5:00:00 AM,,5000,Gasoline,,
49933,Alaska,AK52,AK52_1,Closed,1/20/1982 5:00:00 AM,,1000,Used Oil,,
49934,Alaska,AK1797,AK1797_1,Closed,1/15/1982 5:00:00 AM,,1000,Diesel,,
49935,Alaska,AK1797,AK1797_2,Closed,1/15/1982 5:00:00 AM,,1000,Gasoline,,
49936,Alaska,AK814,AK814_1,Closed,1/15/1982 5:00:00 AM,,5000,Gasoline,,
49937,Alaska,AK814,AK814_2,Closed,1/15/1982 5:00:00 AM,,500,Gasoline,,
49938,Alaska,AK814,AK814_3,Closed,1/15/1982 5:00:00 AM,,600,Gasoline,,
49939,Alaska,AK529,AK529_2,Closed,1/12/1982 5:00:00 AM,,500,Gasoline,,
49940,Alaska,AK104,AK104_122,Closed,1/1/1982 5:00:00 AM,,550,Diesel,,
49941,Alaska,AK109,AK109_2,Closed,1/1/1982 5:00:00 AM,,3000,Gasoline,,
49942,Alaska,AK1094,AK1094_1,Closed,1/1/1982 5:00:00 AM,,10000,Gasoline,,
49943,Alaska,AK1094,AK1094_2,Closed,1/1/1982 5:00:00 AM,,10000,Gasoline,,
49944,Alaska,AK1177,AK1177_1,Closed,1/1/1982 5:00:00 AM,,500,Gasoline,,
49945,Alaska,AK1177,AK1177_2,Closed,1/1/1982 5:00:00 AM,,750,Diesel,,
49946,Alaska,AK1353,AK1353_1,Closed,1/1/1982 5:00:00 AM,,1000,Gasoline,,
49947,Alaska,AK1734,AK1734_1,Closed,1/1/1982 5:00:00 AM,,5000,Gasoline,,
49948,Alaska,AK2194,AK2194_1,Closed,1/1/1982 5:00:00 AM,,500,Diesel,,
49949,Alaska,AK2195,AK2195_1,Closed,1/1/1982 5:00:00 AM,,500,Diesel,,
49950,Alaska,AK2196,AK2196_1,Closed,1/1/1982 5:00:00 AM,,500,Diesel,,
49951,Alaska,AK2197,AK2197_1,Closed,1/1/1982 5:00:00 AM,,500,Diesel,,
49952,Alaska,AK2205,AK2205_1,Closed,1/1/1982 5:00:00 AM,,1000,Gasoline,,
49953,Alaska,AK2208,AK2208_1,Closed,1/1/1982 5:00:00 AM,,1000,Gasoline,,
49954,Alaska,AK2208,AK2208_2,Closed,1/1/1982 5:00:00 AM,,1000,Gasoline,,
49955,Alaska,AK2309,AK2309_1,Closed,1/1/1982 5:00:00 AM,,500,Gasoline,,
49956,Alaska,AK2309,AK2309_2,Closed,1/1/1982 5:00:00 AM,,500,Diesel,,
49957,Alaska,AK2344,AK2344_6,Closed,1/1/1982 5:00:00 AM,,2000,Gasoline,,
49958,Alaska,AK2358,AK2358_1,Closed,1/1/1982 5:00:00 AM,,500,Gasoline,,
49959,Alaska,AK2358,AK2358_2,Closed,1/1/1982 5:00:00 AM,,500,Diesel,,
49960,Alaska,AK2364,AK2364_1,Closed,1/1/1982 5:00:00 AM,,3000,Diesel,,
49961,Alaska,AK238,AK238_1,Closed,1/1/1982 5:00:00 AM,,1000,Gasoline,,
49962,Alaska,AK2430,AK2430_3,Closed,1/1/1982 5:00:00 AM,,7000,Diesel,,
49963,Alaska,AK2431,AK2431_1,Closed,1/1/1982 5:00:00 AM,,7000,Gasoline,,
49964,Alaska,AK2431,AK2431_2,Closed,1/1/1982 5:00:00 AM,,7000,Gasoline,,
49965,Alaska,AK2489,AK2489_1,Closed,1/1/1982 5:00:00 AM,,300,Diesel,,
49966,Alaska,AK2522,AK2522_1,Closed,1/1/1982 5:00:00 AM,,2000,Gasoline,,
49967,Alaska,AK2522,AK2522_2,Closed,1/1/1982 5:00:00 AM,,2000,Gasoline,,
49968,Alaska,AK2522,AK2522_3,Closed,1/1/1982 5:00:00 AM,,2000,Gasoline,,
49969,Alaska,AK2552,AK2552_1,Closed,1/1/1982 5:00:00 AM,,12000,Diesel,,
49970,Alaska,AK2580,AK2580_1,Closed,1/1/1982 5:00:00 AM,,1000,Gasoline,,
49971,Alaska,AK2580,AK2580_2,Closed,1/1/1982 5:00:00 AM,,1000,Diesel,,
49972,Alaska,AK2583,AK2583_2,Closed,1/1/1982 5:00:00 AM,,1000,Gasoline,,
49973,Alaska,AK2687,AK2687_1,Closed,1/1/1982 5:00:00 AM,,300,Diesel,,
49974,Alaska,AK2776,AK2776_1,Closed,1/1/1982 5:00:00 AM,,500,Gasoline,,
49975,Alaska,AK2776,AK2776_2,Closed,1/1/1982 5:00:00 AM,,500,Gasoline,,
49976,Alaska,AK2789,AK2789_1,Closed,1/1/1982 5:00:00 AM,,500,Gasoline,,
49977,Alaska,AK2789,AK2789_2,Closed,1/1/1982 5:00:00 AM,,500,Gasoline,,
49978,Alaska,AK2828,AK2828_1,Closed,1/1/1982 5:00:00 AM,,2000,Gasoline,,
49979,Alaska,AK2838,AK2838_1,Closed,1/1/1982 5:00:00 AM,,1000,Diesel,,
49980,Alaska,AK3083,AK3083_1,Closed,1/1/1982 5:00:00 AM,,500,Diesel,,
49981,Alaska,AK3392,AK3392_1,Closed,1/1/1982 5:00:00 AM,,1000,Diesel,,
49982,Alaska,AK3392,AK3392_2,Closed,1/1/1982 5:00:00 AM,,1000,Gasoline,,
49983,Alaska,AK520,AK520_1,Closed,1/1/1982 5:00:00 AM,,1000,Diesel,,
49984,Alaska,AK520,AK520_2,Closed,1/1/1982 5:00:00 AM,,1000,Gasoline,,
49985,Alaska,AK617,AK617_1,Closed,1/1/1982 5:00:00 AM,,1000,Gasoline,,
49986,Alaska,AK802,AK802_2,Closed,1/1/1982 5:00:00 AM,,500,Gasoline,,
49987,Alaska,AK94,AK94_2,Closed,1/1/1982 5:00:00 AM,,500,Diesel,,
49988,Alaska,AK1411,AK1411_5,Closed,12/9/1981 5:00:00 AM,,500,Used Oil,,
49989,Alaska,AK1337,AK1337_1,Closed,12/6/1981 5:00:00 AM,,5000,Gasoline,,
49990,Alaska,AK1337,AK1337_2,Closed,12/6/1981 5:00:00 AM,,5000,Gasoline,,
49991,Alaska,AK1975,AK1975_1,Closed,11/27/1981 5:00:00 AM,,500,Gasoline,,
49992,Alaska,AK796,AK796_1,Closed,10/31/1981 5:00:00 AM,,8000,Gasoline,,
49993,Alaska,AK796,AK796_2,Closed,10/31/1981 5:00:00 AM,,8000,Gasoline,,
49994,Alaska,AK1931,AK1931_1,Closed,10/25/1981 4:00:00 AM,,500,Gasoline,,
49995,Alaska,AK1931,AK1931_2,Closed,10/25/1981 4:00:00 AM,,500,Gasoline,,
49996,Alaska,AK2573,AK2573_1,Closed,10/1/1981 4:00:00 AM,,2000,Gasoline,,
49997,Alaska,AK2573,AK2573_2,Closed,10/1/1981 4:00:00 AM,,4000,Gasoline,,
49998,Alaska,AK2736,AK2736_1,Open,10/1/1981 4:00:00 AM,,5000,Diesel,,
49999,Alaska,AK2736,AK2736_2,Open,10/1/1981 4:00:00 AM,,10000,Gasoline,,
50000,Alaska,AK2839,AK2839_1,Closed,10/1/1981 4:00:00 AM,,10000,Gasoline,,
50001,Alaska,AK329,AK329_1,Closed,10/1/1981 4:00:00 AM,,1000,Diesel,,
50002,Alaska,AK329,AK329_2,Closed,10/1/1981 4:00:00 AM,,1000,Gasoline,,
50003,Alaska,AK329,AK329_3,Closed,10/1/1981 4:00:00 AM,,500,Diesel,,
50004,Alaska,AK1929,AK1929_4,Closed,9/11/1981 4:00:00 AM,,1000,Gasoline,,
50005,Alaska,AK1929,AK1929_5,Closed,9/11/1981 4:00:00 AM,,500,Gasoline,,
50006,Alaska,AK1395,AK1395_2,Closed,9/1/1981 4:00:00 AM,,875,Diesel,,
50007,Alaska,AK1623,AK1623_1,Closed,8/1/1981 4:00:00 AM,,2000,Diesel,,
50008,Alaska,AK1623,AK1623_2,Closed,8/1/1981 4:00:00 AM,,2000,Gasoline,,
50009,Alaska,AK1623,AK1623_3,Closed,8/1/1981 4:00:00 AM,,2000,Gasoline,,
50010,Alaska,AK698,AK698_1,Closed,8/1/1981 4:00:00 AM,,5000,Gasoline,,
50011,Alaska,AK698,AK698_2,Closed,8/1/1981 4:00:00 AM,,2000,Gasoline,,
50012,Alaska,AK1079,AK1079_1,Closed,7/23/1981 4:00:00 AM,,60000,Diesel,,
50013,Alaska,AK1703,AK1703_1,Closed,7/7/1981 4:00:00 AM,,2400,Diesel,,
50014,Alaska,AK1703,AK1703_2,Closed,7/7/1981 4:00:00 AM,,2400,Gasoline,,
50015,Alaska,AK2098,AK2098_1,Closed,7/1/1981 4:00:00 AM,,2000,Diesel,,
50016,Alaska,AK2344,AK2344_1,Closed,7/1/1981 4:00:00 AM,,5000,Diesel,,
50017,Alaska,AK2344,AK2344_2,Closed,7/1/1981 4:00:00 AM,,2000,Gasoline,,
50018,Alaska,AK2344,AK2344_3,Closed,7/1/1981 4:00:00 AM,,500,Used Oil,,
50019,Alaska,AK2344,AK2344_4,Closed,7/1/1981 4:00:00 AM,,500,Used Oil,,
50020,Alaska,AK1891,AK1891_1,Closed,6/30/1981 4:00:00 AM,,10000,Diesel,,
50021,Alaska,AK1891,AK1891_2,Closed,6/30/1981 4:00:00 AM,,10000,Diesel,,
50022,Alaska,AK1218,AK1218_1,Closed,6/17/1981 4:00:00 AM,,1000,Diesel,,
50023,Alaska,AK1167,AK1167_3,Closed,6/9/1981 4:00:00 AM,,550,Gasohol,,
50024,Alaska,AK1482,AK1482_1,Closed,6/6/1981 4:00:00 AM,,1000,Gasoline,,
50025,Alaska,AK1482,AK1482_2,Closed,6/6/1981 4:00:00 AM,,1000,Diesel,,
50026,Alaska,AK1508,AK1508_1,Closed,6/4/1981 4:00:00 AM,,2000,Gasoline,,
50027,Alaska,AK1318,AK1318_1,Closed,6/1/1981 4:00:00 AM,,1000,Gasoline,,
50028,Alaska,AK1318,AK1318_2,Closed,6/1/1981 4:00:00 AM,,1000,Diesel,,
50029,Alaska,AK1322,AK1322_1,Closed,6/1/1981 4:00:00 AM,,1000,Diesel,,
50030,Alaska,AK1322,AK1322_2,Closed,6/1/1981 4:00:00 AM,,1000,Gasoline,,
50031,Alaska,AK1350,AK1350_1,Closed,6/1/1981 4:00:00 AM,,5000,Diesel,,
50032,Alaska,AK1350,AK1350_2,Closed,6/1/1981 4:00:00 AM,,10000,Gasoline,,
50033,Alaska,AK1426,AK1426_2,Closed,6/1/1981 4:00:00 AM,,500,Diesel,,
50034,Alaska,AK1310,AK1310_4,Closed,4/1/1984 5:00:00 AM,,500,Diesel,,
50035,Alaska,AK1658,AK1658_4,Closed,6/1/1981 4:00:00 AM,,3000,Gasoline,,
50036,Alaska,AK431,AK431_3,Closed,6/1/1981 4:00:00 AM,,12000,Gasoline,,
50037,Alaska,AK431,AK431_5,Closed,6/1/1981 4:00:00 AM,,4000,Gasoline,,
50038,Alaska,AK1579,AK1579_1,Closed,5/20/1981 4:00:00 AM,,500,Diesel,,
50039,Alaska,AK1757,AK1757_1,Closed,5/19/1981 4:00:00 AM,,10000,Used Oil,,
50040,Alaska,AK1166,AK1166_1,Closed,5/15/1981 4:00:00 AM,,1000,Diesel,,
50041,Alaska,AK1169,AK1169_1,Closed,5/15/1981 4:00:00 AM,,550,Diesel,,
50042,Alaska,AK1171,AK1171_1,Closed,5/15/1981 4:00:00 AM,,550,Diesel,,
50043,Alaska,AK1175,AK1175_1,Closed,5/15/1981 4:00:00 AM,,550,Diesel,,
50044,Alaska,AK1178,AK1178_1,Closed,5/15/1981 4:00:00 AM,,1000,Diesel,,
50045,Alaska,AK65,AK65_1,Closed,5/12/1981 4:00:00 AM,,1500,Gasoline,,
50046,Alaska,AK1230,AK1230_3,Closed,5/9/1981 4:00:00 AM,,6000,Diesel,,
50047,Alaska,AK1230,AK1230_4,Closed,5/9/1981 4:00:00 AM,,6000,Diesel,,
50048,Alaska,AK1230,AK1230_5,Closed,5/9/1981 4:00:00 AM,,6000,Diesel,,
50049,Alaska,AK1196,AK1196_1,Closed,5/8/1981 4:00:00 AM,,1000,Used Oil,,
50050,Alaska,AK1202,AK1202_1,Closed,5/8/1981 4:00:00 AM,,500,Diesel,,
50051,Alaska,AK1207,AK1207_1,Closed,5/8/1981 4:00:00 AM,,500,Diesel,,
50052,Alaska,AK1443,AK1443_29,Closed,5/8/1981 4:00:00 AM,,550,Diesel,,
50053,Alaska,AK1500,AK1500_1,Closed,5/8/1981 4:00:00 AM,,10000,Gasoline,,
50054,Alaska,AK1500,AK1500_2,Closed,5/8/1981 4:00:00 AM,,10000,Gasoline,,
50055,Alaska,AK1500,AK1500_3,Closed,5/8/1981 4:00:00 AM,,6000,Diesel,,
50056,Alaska,AK1519,AK1519_1,Closed,5/8/1981 4:00:00 AM,,12000,Gasoline,,
50057,Alaska,AK1519,AK1519_2,Closed,5/8/1981 4:00:00 AM,,12000,Gasoline,,
50058,Alaska,AK1521,AK1521_1,Closed,5/8/1981 4:00:00 AM,,10152,Gasoline,,
50059,Alaska,AK1521,AK1521_2,Closed,5/8/1981 4:00:00 AM,,10152,Gasoline,,
50060,Alaska,AK1521,AK1521_3,Closed,5/8/1981 4:00:00 AM,,5060,Gasoline,,
50061,Alaska,AK1551,AK1551_1,Closed,5/8/1981 4:00:00 AM,,2000,Diesel,,
50062,Alaska,AK1551,AK1551_2,Closed,5/8/1981 4:00:00 AM,,2000,Gasoline,,
50063,Alaska,AK1557,AK1557_2,Closed,5/8/1981 4:00:00 AM,,3000,Diesel,,
50064,Alaska,AK1557,AK1557_3,Closed,5/8/1981 4:00:00 AM,,3000,Diesel,,
50065,Alaska,AK1557,AK1557_4,Closed,5/8/1981 4:00:00 AM,,2000,Gasoline,,
50066,Alaska,AK1561,AK1561_1,Closed,5/8/1981 4:00:00 AM,,3000,Diesel,,
50067,Alaska,AK1561,AK1561_3,Closed,5/8/1981 4:00:00 AM,,3000,Diesel,,
50068,Alaska,AK1561,AK1561_4,Closed,5/8/1981 4:00:00 AM,,2000,Gasoline,,
50069,Alaska,AK1765,AK1765_1,Closed,5/8/1981 4:00:00 AM,,3000,Diesel,,
50070,Alaska,AK1765,AK1765_2,Closed,5/8/1981 4:00:00 AM,,3000,Gasoline,,
50071,Alaska,AK1780,AK1780_1,Closed,5/8/1981 4:00:00 AM,,500,Gasoline,,
50072,Alaska,AK462,AK462_1,Closed,5/8/1981 4:00:00 AM,,1000,Gasoline,,
50073,Alaska,AK71,AK71_3,Closed,5/8/1981 4:00:00 AM,,5000,Gasoline,,
50074,Alaska,AK71,AK71_4,Closed,5/8/1981 4:00:00 AM,,5000,Gasoline,,
50075,Alaska,AK71,AK71_5,Closed,5/8/1981 4:00:00 AM,,5000,Gasoline,,
50076,Alaska,AK783,AK783_1,Closed,5/8/1981 4:00:00 AM,,3000,Gasoline,,
50077,Alaska,AK9,AK9_1,Closed,5/8/1981 4:00:00 AM,,3000,Gasoline,,
50078,Alaska,AK9,AK9_2,Closed,5/8/1981 4:00:00 AM,,10000,Diesel,,
50079,Alaska,AK860,AK860_1,Closed,5/7/1981 4:00:00 AM,,1000,Diesel,,
50080,Alaska,AK860,AK860_2,Closed,5/7/1981 4:00:00 AM,,1000,Gasoline,,
50081,Alaska,AK1067,AK1067_1,Closed,5/6/1981 4:00:00 AM,,550,Gasoline,,
50082,Alaska,AK463,AK463_1,Closed,5/6/1981 4:00:00 AM,,1000,Used Oil,,
50083,Alaska,AK91,AK91_1,Closed,5/6/1981 4:00:00 AM,,1000,Gasoline,,
50084,Alaska,AK141,AK141_1,Closed,5/5/1981 4:00:00 AM,,1000,Gasoline,,
50085,Alaska,AK141,AK141_2,Closed,5/5/1981 4:00:00 AM,,500,Gasoline,,
50086,Alaska,AK141,AK141_3,Closed,5/5/1981 4:00:00 AM,,500,Diesel,,
50087,Alaska,AK342,AK342_1,Closed,5/5/1981 4:00:00 AM,,500,Gasoline,,
50088,Alaska,AK402,AK402_1,Closed,5/5/1981 4:00:00 AM,,500,Gasoline,,
50089,Alaska,AK481,AK481_1,Closed,5/5/1981 4:00:00 AM,,1000,Gasoline,,
50090,Alaska,AK489,AK489_1,Closed,5/5/1981 4:00:00 AM,,3200,Gasoline,,
50091,Alaska,AK489,AK489_2,Closed,5/5/1981 4:00:00 AM,,4500,Diesel,,
50092,Alaska,AK646,AK646_2,Closed,5/5/1981 4:00:00 AM,,500,Used Oil,,
50093,Alaska,AK709,AK709_1,Closed,5/5/1981 4:00:00 AM,,1000,Gasoline,,
50094,Alaska,AK1187,AK1187_1,Closed,5/4/1981 4:00:00 AM,,10000,Gasoline,,
50095,Alaska,AK110,AK110_1,Closed,5/3/1981 4:00:00 AM,,500,Diesel,,
50096,Alaska,AK163,AK163_2,Closed,5/3/1981 4:00:00 AM,,500,Gasoline,,
50097,Alaska,AK163,AK163_3,Closed,5/3/1981 4:00:00 AM,,500,Gasoline,,
50098,Alaska,AK840,AK840_1,Closed,5/3/1981 4:00:00 AM,,500,Gasoline,,
50099,Alaska,AK577,AK577_1,Closed,5/2/1981 4:00:00 AM,,950,Gasoline,,
50100,Alaska,AK1551,AK1551_5,Closed,5/1/1981 4:00:00 AM,,500,Used Oil,,
50101,Alaska,AK1557,AK1557_5,Closed,5/1/1981 4:00:00 AM,,500,Used Oil,,
50102,Alaska,AK1722,AK1722_1,Closed,5/1/1981 4:00:00 AM,,500,Gasoline,,
50103,Alaska,AK2019,AK2019_1,Closed,5/1/1981 4:00:00 AM,,550,Diesel,,
50104,Alaska,AK37,AK37_1,Closed,5/1/1981 4:00:00 AM,,1500,Gasoline,,
50105,Alaska,AK37,AK37_2,Closed,5/1/1981 4:00:00 AM,,1500,Gasoline,,
50106,Alaska,AK532,AK532_2,Closed,5/1/1981 4:00:00 AM,,1000,Diesel,,
50107,Alaska,AK62,AK62_1,Closed,5/1/1981 4:00:00 AM,,500,Diesel,,
50108,Alaska,AK1664,AK1664_1,Closed,4/30/1981 4:00:00 AM,,500,Gasoline,,
50109,Alaska,AK1692,AK1692_1,Closed,4/30/1981 4:00:00 AM,,500,Gasoline,,
50110,Alaska,AK901,AK901_7,Closed,4/30/1981 4:00:00 AM,,600,Diesel,,
50111,Alaska,AK129,AK129_1,Closed,4/29/1981 4:00:00 AM,,3000,Diesel,,
50112,Alaska,AK129,AK129_2,Closed,4/29/1981 4:00:00 AM,,8000,Diesel,,
50113,Alaska,AK1149,AK1149_1,Closed,4/28/1981 4:00:00 AM,,500,Gasoline,,
50114,Alaska,AK1149,AK1149_2,Closed,4/28/1981 4:00:00 AM,,500,Gasoline,,
50115,Alaska,AK1299,AK1299_1,Closed,4/28/1981 4:00:00 AM,,500,Gasoline,,
50116,Alaska,AK1311,AK1311_1,Closed,4/28/1981 4:00:00 AM,,1000,Gasoline,,
50117,Alaska,AK1629,AK1629_2,Closed,4/28/1981 4:00:00 AM,,385,Diesel,,
50118,Alaska,AK1656,AK1656_2,Closed,4/28/1981 4:00:00 AM,,385,Diesel,,
50119,Alaska,AK786,AK786_1,Closed,4/28/1981 4:00:00 AM,,1500,Gasoline,,
50120,Alaska,AK786,AK786_2,Closed,4/28/1981 4:00:00 AM,,1500,Gasoline,,
50121,Alaska,AK866,AK866_1,Closed,4/28/1981 4:00:00 AM,,300,Diesel,,
50122,Alaska,AK1071,AK1071_1,Closed,4/25/1981 4:00:00 AM,,1000,Gasoline,,
50123,Alaska,AK1081,AK1081_1,Closed,4/25/1981 4:00:00 AM,,500,Gasoline,,
50124,Alaska,AK1081,AK1081_2,Closed,4/25/1981 4:00:00 AM,,500,Gasoline,,
50125,Alaska,AK1354,AK1354_1,Closed,4/25/1981 4:00:00 AM,,515,Gasoline,,
50126,Alaska,AK659,AK659_1,Closed,4/25/1981 4:00:00 AM,,500,Diesel,,
50127,Alaska,AK659,AK659_2,Closed,4/25/1981 4:00:00 AM,,1000,Gasoline,,
50128,Alaska,AK659,AK659_3,Closed,4/25/1981 4:00:00 AM,,1000,Gasoline,,
50129,Alaska,AK935,AK935_2,Closed,4/25/1981 4:00:00 AM,,500,Gasoline,,
50130,Alaska,AK1621,AK1621_3,Closed,4/24/1981 4:00:00 AM,,5000,Gasoline,,
50131,Alaska,AK467,AK467_1,Closed,4/24/1981 4:00:00 AM,,2000,Gasoline,,
50132,Alaska,AK914,AK914_1,Closed,4/24/1981 4:00:00 AM,,500,Gasoline,,
50133,Alaska,AK927,AK927_1,Closed,4/24/1981 4:00:00 AM,,500,Gasoline,,
50134,Alaska,AK973,AK973_1,Closed,4/24/1981 4:00:00 AM,,500,Gasoline,,
50135,Alaska,AK1713,AK1713_1,Closed,4/23/1981 4:00:00 AM,,500,Gasoline,,
50136,Alaska,AK1713,AK1713_2,Closed,4/23/1981 4:00:00 AM,,300,Gasoline,,
50137,Alaska,AK1886,AK1886_1,Closed,4/23/1981 4:00:00 AM,,1000,Diesel,,
50138,Alaska,AK1886,AK1886_2,Closed,4/23/1981 4:00:00 AM,,1000,Gasoline,,
50139,Alaska,AK1886,AK1886_3,Closed,4/23/1981 4:00:00 AM,,1000,Gasoline,,
50140,Alaska,AK680,AK680_2,Closed,4/23/1981 4:00:00 AM,,25000,Diesel,,
50141,Alaska,AK680,AK680_4,Closed,4/23/1981 4:00:00 AM,,2000,Diesel,,
50142,Alaska,AK149,AK149_1,Closed,4/20/1981 4:00:00 AM,,1500,Gasoline,,
