OBJECTID,State,Facility_ID,Tank_ID,Tank_Status,Installation_Date,Removal_Date,Capacity,Substances,Tank_Wall_Type,QA
51588,Alaska,AK893,AK893_7,Closed,2/24/1965 5:00:00 AM,,4000,Gasoline,,
51589,Alaska,AK161,AK161_1,Closed,2/14/1965 5:00:00 AM,,3000,Used Oil,,
51590,Alaska,AK161,AK161_2,Closed,2/14/1965 5:00:00 AM,,200,Used Oil,,
51591,Alaska,AK161,AK161_3,Closed,2/14/1965 5:00:00 AM,,2000,Gasoline,,
51592,Alaska,AK1302,AK1302_8,Closed,1/1/1965 5:00:00 AM,,500,Gasoline,,
51593,Alaska,AK2482,AK2482_2,Closed,1/1/1965 5:00:00 AM,,950,Used Oil,,
51594,Alaska,AK2482,AK2482_3,Closed,1/1/1965 5:00:00 AM,,950,Used Oil,,
51595,Alaska,AK2616,AK2616_1,Closed,1/1/1965 5:00:00 AM,,1000,Gasoline,,
51596,Alaska,AK2616,AK2616_2,Closed,1/1/1965 5:00:00 AM,,1000,Gasoline,,
51597,Alaska,AK2616,AK2616_3,Closed,1/1/1965 5:00:00 AM,,1000,Diesel,,
51598,Alaska,AK2886,AK2886_1,Closed,1/1/1965 5:00:00 AM,,2000,Gasoline,,
51599,Alaska,AK2886,AK2886_2,Closed,1/1/1965 5:00:00 AM,,2000,Gasoline,,
51600,Alaska,AK2886,AK2886_3,Closed,1/1/1965 5:00:00 AM,,2000,Diesel,,
51601,Alaska,AK2886,AK2886_4,Closed,1/1/1965 5:00:00 AM,,2000,Gasoline,,
51602,Alaska,AK2919,AK2919_2,Closed,1/1/1965 5:00:00 AM,,3000,Gasoline,,
51603,Alaska,AK3359,AK3359_1,Closed,1/1/1965 5:00:00 AM,,390,Diesel,,
51604,Alaska,AK41,AK41_5,Closed,1/1/1965 5:00:00 AM,,500,Used Oil,,
51605,Alaska,AK884,AK884_2,Closed,1/1/1965 5:00:00 AM,,1000,Diesel,,
51606,Alaska,AK94,AK94_3,Closed,1/1/1965 5:00:00 AM,,500,Diesel,,
51607,Alaska,AK971,AK971_3,Closed,1/1/1965 5:00:00 AM,,500,Unknown,,
51608,Alaska,AK43,AK43_8,Closed,12/19/1964 5:00:00 AM,,300,Used Oil,,
51609,Alaska,AK2005,AK2005_1,Closed,10/10/1964 4:00:00 AM,,2000,Gasoline,,
51610,Alaska,AK2005,AK2005_2,Closed,10/10/1964 4:00:00 AM,,2000,Gasoline,,
51611,Alaska,AK2013,AK2013_2,Closed,9/9/1964 4:00:00 AM,,1000,Diesel,,
51612,Alaska,AK2013,AK2013_3,Closed,9/9/1964 4:00:00 AM,,1000,Gasoline,,
51613,Alaska,AK1917,AK1917_1,Closed,7/26/1964 4:00:00 AM,,500,Gasoline,,
51614,Alaska,AK2462,AK2462_1,Closed,6/1/1964 4:00:00 AM,,750,Gasoline,,
51615,Alaska,AK2462,AK2462_2,Closed,6/1/1964 4:00:00 AM,,750,Gasoline,,
51616,Alaska,AK2462,AK2462_3,Closed,6/1/1964 4:00:00 AM,,750,Used Oil,,
51617,Alaska,AK700,AK700_1,Closed,4/30/1964 4:00:00 AM,,1000,Used Oil,,
51618,Alaska,AK217,AK217_3,Closed,4/29/1964 4:00:00 AM,,1000,Diesel,,
51619,Alaska,AK417,AK417_1,Closed,4/24/1964 4:00:00 AM,,2100,Diesel,,
51620,Alaska,AK417,AK417_2,Closed,4/24/1964 4:00:00 AM,,1000,Diesel,,
51621,Alaska,AK417,AK417_3,Closed,4/24/1964 4:00:00 AM,,2000,Gasoline,,
51622,Alaska,AK64,AK64_1,Closed,4/22/1964 4:00:00 AM,,7500,Gasoline,,
51623,Alaska,AK64,AK64_2,Closed,4/22/1964 4:00:00 AM,,7500,Gasoline,,
51624,Alaska,AK64,AK64_3,Closed,4/22/1964 4:00:00 AM,,3000,Gasoline,,
51625,Alaska,AK827,AK827_1,Closed,4/22/1964 4:00:00 AM,,5000,Gasoline,,
51626,Alaska,AK827,AK827_4,Closed,4/22/1964 4:00:00 AM,,3000,Used Oil,,
51627,Alaska,AK827,AK827_5,Closed,4/22/1964 4:00:00 AM,,3000,Used Oil,,
51628,Alaska,AK1111,AK1111_1,Closed,4/20/1964 4:00:00 AM,,1000,Diesel,,
51629,Alaska,AK2021,AK2021_1,Closed,4/7/1964 4:00:00 AM,,1000,Kerosene,,
51630,Alaska,AK2021,AK2021_2,Closed,4/7/1964 4:00:00 AM,,1000,Gasoline,,
51631,Alaska,AK2021,AK2021_3,Closed,4/7/1964 4:00:00 AM,,500,Used Oil,,
51632,Alaska,AK885,AK885_4,Closed,2/25/1964 5:00:00 AM,,1000,Gasoline,,
51633,Alaska,AK893,AK893_3,Closed,2/25/1964 5:00:00 AM,,550,Used Oil,,
51634,Alaska,AK893,AK893_4,Closed,2/25/1964 5:00:00 AM,,4000,Gasoline,,
51635,Alaska,AK893,AK893_5,Closed,2/25/1964 5:00:00 AM,,4000,Gasoline,,
51636,Alaska,AK893,AK893_6,Closed,2/25/1964 5:00:00 AM,,4000,Gasoline,,
51637,Alaska,AK1133,AK1133_5,Closed,1/16/1964 5:00:00 AM,,1000,Diesel,,
51638,Alaska,AK1501,AK1501_14,Closed,1/1/1964 5:00:00 AM,,4000,Gasoline,,
51639,Alaska,AK1501,AK1501_18,Closed,1/1/1964 5:00:00 AM,,1000,Diesel,,
51640,Alaska,AK1960,AK1960_3,Closed,1/1/1964 5:00:00 AM,,3000,Gasoline,,
51641,Alaska,AK1960,AK1960_4,Closed,1/1/1964 5:00:00 AM,,2000,Gasoline,,
51642,Alaska,AK2955,AK2955_1,Closed,1/1/1964 5:00:00 AM,,2000,Diesel,,
51643,Alaska,AK2955,AK2955_2,Closed,1/1/1964 5:00:00 AM,,2000,Diesel,,
51644,Alaska,AK3047,AK3047_1,Closed,1/1/1964 5:00:00 AM,,4000,Diesel,,
51645,Alaska,AK3108,AK3108_1,Closed,1/1/1964 5:00:00 AM,,500,Diesel,,
51646,Alaska,AK3108,AK3108_2,Closed,1/1/1964 5:00:00 AM,,500,Diesel,,
51647,Alaska,AK3109,AK3109_1,Closed,1/1/1964 5:00:00 AM,,2500,Diesel,,
51648,Alaska,AK53,AK53_10,Closed,1/1/1964 5:00:00 AM,,3000,Gasoline,,
51649,Alaska,AK53,AK53_8,Closed,1/1/1964 5:00:00 AM,,8000,Gasoline,,
51650,Alaska,AK53,AK53_9,Closed,1/1/1964 5:00:00 AM,,7500,Gasoline,,
51651,Alaska,AK700,AK700_2,Closed,1/1/1964 5:00:00 AM,,5000,Used Oil,,
51652,Alaska,AK700,AK700_3,Closed,1/1/1964 5:00:00 AM,,5000,Used Oil,,
51653,Alaska,AK700,AK700_4,Closed,1/1/1964 5:00:00 AM,,5000,Used Oil,,
51654,Alaska,AK821,AK821_3,Closed,1/1/1964 5:00:00 AM,,6000,Diesel,,
51655,Alaska,AK821,AK821_4,Closed,1/1/1964 5:00:00 AM,,1000,Diesel,,
51656,Alaska,AK821,AK821_5,Closed,1/1/1964 5:00:00 AM,,500,Diesel,,
51657,Alaska,AK821,AK821_6,Closed,1/1/1964 5:00:00 AM,,500,Gasoline,,
51658,Alaska,AK821,AK821_7,Closed,1/1/1964 5:00:00 AM,,500,Gasoline,,
51659,Alaska,AK821,AK821_8,Closed,1/1/1964 5:00:00 AM,,500,Gasoline,,
51660,Alaska,AK998,AK998_15,Closed,1/1/1964 5:00:00 AM,,5000,Diesel,,
51661,Alaska,AK998,AK998_16,Closed,1/1/1964 5:00:00 AM,,5000,Diesel,,
51662,Alaska,AK2029,AK2029_1,Closed,12/1/1963 5:00:00 AM,,300,Gasoline,,
51663,Alaska,AK1371,AK1371_1,Closed,6/8/1963 4:00:00 AM,,10000,Diesel,,
51664,Alaska,AK886,AK886_2,Closed,6/3/1963 4:00:00 AM,,2000,Gasoline,,
51665,Alaska,AK1232,AK1232_4,Closed,5/10/1963 4:00:00 AM,,1000,Gasoline,,
51666,Alaska,AK1020,AK1020_1,Closed,5/7/1963 4:00:00 AM,,1000,Gasoline,,
51667,Alaska,AK1020,AK1020_5,Closed,5/7/1963 4:00:00 AM,,500,Gasoline,,
51668,Alaska,AK2688,AK2688_1,Closed,,,12000,Gasoline,,
51669,Alaska,AK2688,AK2688_2,Closed,,,12000,Diesel,,
51670,Alaska,AK1306,AK1306_2,Closed,4/16/1979 4:00:00 AM,,8000,Diesel,,
51671,Alaska,AK2695,AK2695_1,Closed,,,950,Diesel,,
51672,Alaska,AK1237,AK1237_1,Closed,4/15/1979 4:00:00 AM,,10000,Diesel,,
51673,Alaska,AK2695,AK2695_2,Closed,,,950,Diesel,,
51674,Alaska,AK1573,AK1573_1,Closed,4/9/1979 4:00:00 AM,,2000,Gasoline,,
51675,Alaska,AK2697,AK2697_1,Closed,,,1000,Gasoline,,
51676,Alaska,AK1662,AK1662_3,Closed,4/9/1979 4:00:00 AM,,4000,Diesel,,
51677,Alaska,AK27,AK27_1,Closed,,,1000,Diesel,,
51678,Alaska,AK1662,AK1662_4,Closed,4/9/1979 4:00:00 AM,,4000,Diesel,,
51679,Alaska,AK27,AK27_2,Closed,,,2000,Gasoline,,
51680,Alaska,AK1763,AK1763_1,Closed,4/9/1979 4:00:00 AM,,2000,Gasoline,,
51681,Alaska,AK2700,AK2700_1,Closed,,,500,Gasoline,,
51682,Alaska,AK1763,AK1763_2,Closed,4/9/1979 4:00:00 AM,,2000,Gasoline,,
51683,Alaska,AK2700,AK2700_2,Closed,,,1000,Gasoline,,
51684,Alaska,AK1768,AK1768_1,Closed,4/9/1979 4:00:00 AM,,2000,Gasoline,,
51685,Alaska,AK2701,AK2701_1,Closed,,,4000,Gasoline,,
51686,Alaska,AK1768,AK1768_2,Closed,4/9/1979 4:00:00 AM,,2000,Gasoline,,
51687,Alaska,AK2701,AK2701_2,Closed,,,4000,Gasoline,,
51688,Alaska,AK1442,AK1442_1,Closed,4/5/1979 4:00:00 AM,,10000,Diesel,,
51689,Alaska,AK2703,AK2703_1,Closed,,,500,Diesel,,
51690,Alaska,AK1442,AK1442_2,Closed,4/5/1979 4:00:00 AM,,15000,Diesel,,
51691,Alaska,AK2703,AK2703_2,Closed,,,500,Gasoline,,
51692,Alaska,AK1442,AK1442_3,Closed,4/5/1979 4:00:00 AM,,2000,Gasoline,,
51693,Alaska,AK2703,AK2703_3,Closed,,,1000,Gasoline,,
51694,Alaska,AK395,AK395_1,Closed,4/5/1979 4:00:00 AM,,1000,Diesel,,
51695,Alaska,AK2708,AK2708_1,Closed,,,4000,Diesel,,
51696,Alaska,AK395,AK395_2,Closed,4/5/1979 4:00:00 AM,,2000,Diesel,,
51697,Alaska,AK2708,AK2708_2,Closed,,,4000,Diesel,,
51698,Alaska,AK395,AK395_3,Closed,4/5/1979 4:00:00 AM,,1000,Kerosene,,
51699,Alaska,AK2712,AK2712_14,Closed,,,550,Diesel,,
51700,Alaska,AK1205,AK1205_1,Closed,4/3/1979 4:00:00 AM,,500,Gasoline,,
51701,Alaska,AK2712,AK2712_15,Closed,,,550,Diesel,,
51702,Alaska,AK1205,AK1205_2,Closed,4/3/1979 4:00:00 AM,,500,Gasoline,,
51703,Alaska,AK2712,AK2712_16,Closed,,,550,Diesel,,
51704,Alaska,AK1205,AK1205_3,Closed,4/3/1979 4:00:00 AM,,1000,Diesel,,
51705,Alaska,AK2712,AK2712_17,Closed,,,550,Diesel,,
51706,Alaska,AK731,AK731_1,Closed,4/3/1979 4:00:00 AM,,2000,Gasoline,,
51707,Alaska,AK2716,AK2716_2,Closed,,,1000,Gasoline,,
51708,Alaska,AK1593,AK1593_2,Closed,4/2/1979 4:00:00 AM,,1000,Diesel,,
51709,Alaska,AK2716,AK2716_3,Closed,,,1000,Gasoline,,
51710,Alaska,AK1181,AK1181_1,Closed,4/1/1979 5:00:00 AM,,1000,Gasoline,,
51711,Alaska,AK2716,AK2716_4,Closed,,,5000,Gasoline,,
51712,Alaska,AK1181,AK1181_2,Closed,4/1/1979 5:00:00 AM,,1000,Diesel,,
51713,Alaska,AK2720,AK2720_1,Closed,,,500,Used Oil,,
51714,Alaska,AK1593,AK1593_1,Closed,4/1/1979 5:00:00 AM,,1000,Gasoline,,
51715,Alaska,AK2720,AK2720_2,Closed,,,500,Diesel,,
51716,Alaska,AK1593,AK1593_3,Closed,4/1/1979 5:00:00 AM,,1000,Diesel,,
51717,Alaska,AK2720,AK2720_3,Closed,,,500,Gasoline,,
51718,Alaska,AK536,AK536_2,Closed,4/1/1979 5:00:00 AM,,600,Gasoline,,
51719,Alaska,AK2726,AK2726_1,Closed,,,1000,Gasoline,,
51720,Alaska,AK16,AK16_1,Closed,3/29/1979 5:00:00 AM,,1000,Gasoline,,
51721,Alaska,AK2729,AK2729_2,Closed,,,1000,Diesel,,
51722,Alaska,AK16,AK16_2,Closed,3/29/1979 5:00:00 AM,,1000,Gasoline,,
51723,Alaska,AK2729,AK2729_3,Closed,,,1000,Gasoline,,
51724,Alaska,AK16,AK16_3,Closed,3/29/1979 5:00:00 AM,,1000,Gasoline,,
51725,Alaska,AK2729,AK2729_4,Closed,,,1000,Diesel,,
51726,Alaska,AK2732,AK2732_1,Closed,,,1000,Gasoline,,
51727,Alaska,AK2732,AK2732_2,Closed,,,1000,Gasoline,,
51728,Alaska,AK2732,AK2732_3,Closed,,,2000,Gasoline,,
51729,Alaska,AK2739,AK2739_1,Closed,,,500,Gasohol,,
51730,Alaska,AK2739,AK2739_4,Closed,,,1000,Diesel,,
51731,Alaska,AK2739,AK2739_5,Closed,,,1000,Diesel,,
51732,Alaska,AK2740,AK2740_1,Closed,,,1000,Gasoline,,
51733,Alaska,AK2744,AK2744_1,Closed,,,500,Gasoline,,
51734,Alaska,AK2744,AK2744_2,Closed,,,1000,Gasoline,,
51735,Alaska,AK2747,AK2747_1,Closed,,,1000,Gasoline,,
51736,Alaska,AK2747,AK2747_10,Closed,,,500,Diesel,,
51737,Alaska,AK2747,AK2747_2,Closed,,,1500,Gasoline,,
51738,Alaska,AK2747,AK2747_3,Closed,,,1000,Gasoline,,
51739,Alaska,AK2747,AK2747_4,Closed,,,500,Diesel,,
51740,Alaska,AK2747,AK2747_5,Closed,,,4000,Diesel,,
51741,Alaska,AK2747,AK2747_6,Closed,,,1000,Gasoline,,
51742,Alaska,AK2747,AK2747_7,Closed,,,1000,Gasoline,,
51743,Alaska,AK2747,AK2747_8,Closed,,,1000,Gasoline,,
51744,Alaska,AK2747,AK2747_9,Closed,,,1000,Gasoline,,
51745,Alaska,AK2749,AK2749_1,Closed,,,10000,Used Oil,,
51746,Alaska,AK2749,AK2749_2,Closed,,,10000,Used Oil,,
51747,Alaska,AK2749,AK2749_3,Closed,,,10000,Used Oil,,
51748,Alaska,AK2749,AK2749_4,Closed,,,10000,Used Oil,,
51749,Alaska,AK2749,AK2749_5,Closed,,,10000,Used Oil,,
51750,Alaska,AK2749,AK2749_6,Closed,,,10000,Used Oil,,
51751,Alaska,AK2749,AK2749_7,Closed,,,10000,Used Oil,,
51752,Alaska,AK2750,AK2750_1,Closed,,,500,Used Oil,,
51753,Alaska,AK2758,AK2758_1,Closed,,,10000,Gasoline,,
51754,Alaska,AK2758,AK2758_2,Closed,,,10000,Gasoline,,
51755,Alaska,AK2436,AK2436_1,Closed,1/1/1986 5:00:00 AM,,300,Used Oil,,
51756,Alaska,AK2447,AK2447_1,Open,1/1/1986 5:00:00 AM,,15000,Diesel,,
51757,Alaska,AK2447,AK2447_2,Open,1/1/1986 5:00:00 AM,,8000,Gasoline,,
51758,Alaska,AK2465,AK2465_3,Closed,1/1/1986 5:00:00 AM,,500,Gasoline,,
51759,Alaska,AK2478,AK2478_1,Closed,1/1/1986 5:00:00 AM,,3000,Gasoline,,
51760,Alaska,AK2526,AK2526_1,Closed,1/1/1986 5:00:00 AM,,1200,Gasoline,,
51761,Alaska,AK2564,AK2564_1,Closed,1/1/1986 5:00:00 AM,,12000,Diesel,,
51762,Alaska,AK2564,AK2564_2,Closed,1/1/1986 5:00:00 AM,,12000,Gasoline,,
51763,Alaska,AK2564,AK2564_3,Closed,1/1/1986 5:00:00 AM,,12000,Gasoline,,
51764,Alaska,AK2575,AK2575_1,Closed,1/1/1986 5:00:00 AM,,995,Gasoline,,
51765,Alaska,AK2602,AK2602_1,Closed,1/1/1986 5:00:00 AM,,1000,Gasoline,,
51766,Alaska,AK2606,AK2606_1,Closed,1/1/1986 5:00:00 AM,,670,Gasoline,,
51767,Alaska,AK2612,AK2612_2,Closed,1/1/1986 5:00:00 AM,,300,Used Oil,,
51768,Alaska,AK2660,AK2660_1,Closed,1/1/1986 5:00:00 AM,,1000,Diesel,,
51769,Alaska,AK2867,AK2867_1,Closed,1/1/1986 5:00:00 AM,,2000,Gasoline,,
51770,Alaska,AK2907,AK2907_6,Closed,1/1/1986 5:00:00 AM,,500,Used Oil,,
51771,Alaska,AK3080,AK3080_1,Closed,1/1/1986 5:00:00 AM,,1000,Diesel,,
51772,Alaska,AK3081,AK3081_1,Closed,1/1/1986 5:00:00 AM,,1000,Diesel,,
51773,Alaska,AK3111,AK3111_1,Closed,1/1/1986 5:00:00 AM,,1500,Diesel,,
51774,Alaska,AK528,AK528_2,Closed,1/1/1986 5:00:00 AM,,1000,Diesel,,
51775,Alaska,AK528,AK528_3,Closed,1/1/1986 5:00:00 AM,,500,Diesel,,
51776,Alaska,AK781,AK781_1,Closed,1/1/1986 5:00:00 AM,,5000,Diesel,,
51777,Alaska,AK977,AK977_1,Closed,1/1/1986 5:00:00 AM,,3000,Used Oil,,
51778,Alaska,AK2845,AK2845_1,Closed,12/1/1985 5:00:00 AM,,500,Diesel,,
51779,Alaska,AK581,AK581_1,Closed,12/1/1985 5:00:00 AM,,10000,Gasoline,,
51780,Alaska,AK581,AK581_2,Closed,12/1/1985 5:00:00 AM,,10000,Gasoline,,
51781,Alaska,AK581,AK581_3,Closed,12/1/1985 5:00:00 AM,,5000,Diesel,,
51782,Alaska,AK651,AK651_1,Closed,12/1/1985 5:00:00 AM,,10000,Gasoline,,
51783,Alaska,AK651,AK651_2,Closed,12/1/1985 5:00:00 AM,,10000,Gasoline,,
51784,Alaska,AK1977,AK1977_2,Closed,11/29/1985 5:00:00 AM,,3000,Diesel,,
51785,Alaska,AK1982,AK1982_1,Closed,11/9/1985 5:00:00 AM,,8000,Gasoline,,
51786,Alaska,AK1982,AK1982_2,Closed,11/9/1985 5:00:00 AM,,8000,Gasoline,,
51787,Alaska,AK1982,AK1982_3,Closed,11/9/1985 5:00:00 AM,,6000,Diesel,,
51788,Alaska,AK648,AK648_1,Closed,11/1/1985 5:00:00 AM,,12000,Gasoline,,
51789,Alaska,AK648,AK648_2,Closed,11/1/1985 5:00:00 AM,,12000,Gasoline,,
51790,Alaska,AK648,AK648_3,Closed,11/1/1985 5:00:00 AM,,12000,Diesel,,
51791,Alaska,AK654,AK654_1,Closed,11/1/1985 5:00:00 AM,,10000,Gasoline,,
51792,Alaska,AK654,AK654_2,Closed,11/1/1985 5:00:00 AM,,10000,Gasoline,,
51793,Alaska,AK1955,AK1955_2,Closed,10/19/1985 4:00:00 AM,,2000,Gasoline,,
51794,Alaska,AK1946,AK1946_1,Closed,10/13/1985 4:00:00 AM,,2000,Diesel,,
51795,Alaska,AK1211,AK1211_4,Closed,10/10/1985 4:00:00 AM,,500,Diesel,,
51796,Alaska,AK1556,AK1556_2,Closed,10/1/1985 4:00:00 AM,,500,Gasoline,,
51797,Alaska,AK2901,AK2901_1,Closed,10/1/1985 4:00:00 AM,,1500,Gasoline,,
51798,Alaska,AK842,AK842_1,Closed,10/1/1985 4:00:00 AM,,4000,Diesel,,
51799,Alaska,AK2467,AK2467_1,Closed,9/1/1985 4:00:00 AM,,1000,Gasoline,,
51800,Alaska,AK2467,AK2467_2,Closed,9/1/1985 4:00:00 AM,,1000,Gasoline,,
51801,Alaska,AK1895,AK1895_1,Closed,8/17/1985 4:00:00 AM,,2000,Gasoline,,
51802,Alaska,AK1223,AK1223_1,Closed,8/1/1985 4:00:00 AM,,2000,Gasoline,,
51803,Alaska,AK1223,AK1223_2,Closed,8/1/1985 4:00:00 AM,,2000,Gasoline,,
51804,Alaska,AK2286,AK2286_4,Closed,8/1/1985 4:00:00 AM,,3000,Diesel,,
51805,Alaska,AK2412,AK2412_1,Closed,8/1/1985 4:00:00 AM,,550,Gasoline,,
51806,Alaska,AK2556,AK2556_1,Open,8/1/1985 4:00:00 AM,,600,Diesel,,
51807,Alaska,AK2725,AK2725_1,Closed,8/1/1985 4:00:00 AM,,3000,Gasoline,,
51808,Alaska,AK2725,AK2725_2,Closed,8/1/1985 4:00:00 AM,,3000,Gasoline,,
51809,Alaska,AK2924,AK2924_1,Closed,8/1/1985 4:00:00 AM,,10000,Gasoline,,
51810,Alaska,AK2924,AK2924_2,Closed,8/1/1985 4:00:00 AM,,10000,Gasoline,,
51811,Alaska,AK998,AK998_56,Closed,8/1/1985 4:00:00 AM,,236,Used Oil,,
51812,Alaska,AK1454,AK1454_2,Closed,7/25/1985 4:00:00 AM,,4000,Gasoline,,
51813,Alaska,AK703,AK703_1,Closed,7/23/1985 4:00:00 AM,,10000,Gasoline,,
51814,Alaska,AK703,AK703_2,Closed,7/23/1985 4:00:00 AM,,10000,Gasoline,,
51815,Alaska,AK1437,AK1437_1,Closed,7/3/1985 4:00:00 AM,,2000,Diesel,,
51816,Alaska,AK1437,AK1437_2,Closed,7/3/1985 4:00:00 AM,,2000,Gasoline,,
51817,Alaska,AK1051,AK1051_1,Closed,7/1/1985 4:00:00 AM,,3000,Diesel,,
51818,Alaska,AK1051,AK1051_2,Closed,7/1/1985 4:00:00 AM,,2000,Gasoline,,
51819,Alaska,AK1987,AK1987_1,Closed,7/1/1985 4:00:00 AM,,10000,Gasoline,,
51820,Alaska,AK1987,AK1987_2,Closed,7/1/1985 4:00:00 AM,,10000,Gasoline,,
51821,Alaska,AK2751,AK2751_2,Closed,5/8/1978 4:00:00 AM,,10000,Diesel,,
51822,Alaska,AK2345,AK2345_1,Closed,7/1/1985 4:00:00 AM,,259,Used Oil,,
51823,Alaska,AK2751,AK2751_3,Closed,5/8/1978 4:00:00 AM,,5000,Gasoline,,
51824,Alaska,AK2376,AK2376_1,Closed,7/1/1985 4:00:00 AM,,2000,Gasoline,,
51825,Alaska,AK2751,AK2751_4,Closed,5/8/1978 4:00:00 AM,,2000,Gasoline,,
51826,Alaska,AK2376,AK2376_2,Closed,7/1/1985 4:00:00 AM,,2000,Gasoline,,
51827,Alaska,AK2751,AK2751_5,Closed,5/8/1978 4:00:00 AM,,1000,Used Oil,,
51828,Alaska,AK2751,AK2751_6,Closed,5/8/1978 4:00:00 AM,,500,Used Oil,,
51829,Alaska,AK2387,AK2387_1,Closed,7/1/1985 4:00:00 AM,,12000,Gasoline,,
51830,Alaska,AK421,AK421_1,Closed,5/8/1978 4:00:00 AM,,500,Gasoline,,
51831,Alaska,AK2387,AK2387_2,Closed,7/1/1985 4:00:00 AM,,12000,Gasoline,,
51832,Alaska,AK649,AK649_1,Closed,5/8/1978 4:00:00 AM,,10000,Gasoline,,
51833,Alaska,AK2393,AK2393_1,Closed,7/1/1985 4:00:00 AM,,500,Gasoline,,
51834,Alaska,AK649,AK649_2,Closed,5/8/1978 4:00:00 AM,,5000,Gasoline,,
51835,Alaska,AK2442,AK2442_1,Closed,7/1/1985 4:00:00 AM,,4000,Gasoline,,
51836,Alaska,AK1567,AK1567_1,Closed,5/7/1978 4:00:00 AM,,1000,Gasoline,,
51837,Alaska,AK2543,AK2543_1,Closed,7/1/1985 4:00:00 AM,,2200,Gasoline,,
51838,Alaska,AK1567,AK1567_2,Closed,5/7/1978 4:00:00 AM,,3000,Diesel,,
51839,Alaska,AK1744,AK1744_1,Closed,5/7/1978 4:00:00 AM,,1000,Gasoline,,
51840,Alaska,AK2543,AK2543_2,Closed,7/1/1985 4:00:00 AM,,2200,Gasoline,,
51841,Alaska,AK1333,AK1333_3,Closed,5/6/1978 4:00:00 AM,,6000,Gasoline,,
51842,Alaska,AK350,AK350_1,Closed,6/24/1985 4:00:00 AM,,10000,Gasoline,,
51843,Alaska,AK721,AK721_1,Closed,5/6/1978 4:00:00 AM,,1000,Gasoline,,
51844,Alaska,AK350,AK350_2,Closed,6/24/1985 4:00:00 AM,,10000,Gasoline,,
51845,Alaska,AK1283,AK1283_1,Closed,5/5/1978 4:00:00 AM,,10000,Gasoline,,
51846,Alaska,AK355,AK355_1,Closed,6/24/1985 4:00:00 AM,,10000,Gasoline,,
51847,Alaska,AK1283,AK1283_2,Closed,5/5/1978 4:00:00 AM,,10000,Gasoline,,
51848,Alaska,AK355,AK355_2,Closed,6/24/1985 4:00:00 AM,,10000,Gasoline,,
51849,Alaska,AK1672,AK1672_1,Closed,5/5/1978 4:00:00 AM,,500,Diesel,,
51850,Alaska,AK357,AK357_1,Closed,6/24/1985 4:00:00 AM,,10000,Gasoline,,
51851,Alaska,AK347,AK347_1,Closed,5/5/1978 4:00:00 AM,,2000,Diesel,,
51852,Alaska,AK347,AK347_2,Closed,5/5/1978 4:00:00 AM,,1000,Diesel,,
51853,Alaska,AK357,AK357_2,Closed,6/24/1985 4:00:00 AM,,10000,Gasoline,,
51854,Alaska,AK735,AK735_1,Closed,5/5/1978 4:00:00 AM,,500,Gasoline,,
51855,Alaska,AK588,AK588_1,Closed,6/24/1985 4:00:00 AM,,10000,Gasoline,,
51856,Alaska,AK735,AK735_2,Closed,5/5/1978 4:00:00 AM,,500,Gasoline,,
51857,Alaska,AK177,AK177_2,Closed,5/3/1978 4:00:00 AM,,1000,Gasoline,,
51858,Alaska,AK588,AK588_2,Closed,6/24/1985 4:00:00 AM,,10000,Gasoline,,
51859,Alaska,AK712,AK712_1,Closed,5/3/1978 4:00:00 AM,,250,Gasoline,,
51860,Alaska,AK588,AK588_3,Closed,6/24/1985 4:00:00 AM,,5000,Diesel,,
51861,Alaska,AK1476,AK1476_1,Open,5/2/1978 4:00:00 AM,,15000,Diesel,,
51862,Alaska,AK593,AK593_1,Closed,6/24/1985 4:00:00 AM,,8000,Gasoline,,
51863,Alaska,AK1476,AK1476_10,Open,5/2/1978 4:00:00 AM,,28888,Diesel,,
51864,Alaska,AK593,AK593_2,Closed,6/24/1985 4:00:00 AM,,8000,Gasoline,,
51865,Alaska,AK1476,AK1476_2,Open,5/2/1978 4:00:00 AM,,15000,Diesel,,
51866,Alaska,AK1257,AK1257_5,Closed,6/22/1985 4:00:00 AM,,500,Gasoline,,
51867,Alaska,AK1476,AK1476_3,Open,5/2/1978 4:00:00 AM,,15000,Diesel,,
51868,Alaska,AK1373,AK1373_4,Closed,6/7/1985 4:00:00 AM,,1000,Diesel,,
51869,Alaska,AK1476,AK1476_4,Open,5/2/1978 4:00:00 AM,,12000,Diesel,,
51870,Alaska,AK232,AK232_1,Closed,6/6/1985 4:00:00 AM,,2000,Gasoline,,
51871,Alaska,AK1476,AK1476_6,Closed,5/2/1978 4:00:00 AM,,5000,Gasoline,,
51872,Alaska,AK232,AK232_2,Closed,6/6/1985 4:00:00 AM,,2000,Gasoline,,
51873,Alaska,AK1476,AK1476_7,Open,5/2/1978 4:00:00 AM,,28888,Diesel,,
51874,Alaska,AK1267,AK1267_1,Closed,6/1/1985 4:00:00 AM,,1000,Diesel,,
51875,Alaska,AK1476,AK1476_8,Open,5/2/1978 4:00:00 AM,,28888,Diesel,,
51876,Alaska,AK1278,AK1278_1,Closed,6/1/1985 4:00:00 AM,,1500,Diesel,,
51877,Alaska,AK1476,AK1476_9,Open,5/2/1978 4:00:00 AM,,28888,Diesel,,
51878,Alaska,AK1315,AK1315_1,Closed,6/1/1985 4:00:00 AM,,12000,Diesel,,
